id,name,faction,type,scope,decision,changes,reason,playsBefore,playsAfter
poseidon_keyword_trench_stalker,Trench Stalker,POSEIDON,CHARACTER,faction,retained,{},"Retain 5 GP: A5/D5, movement 2, range 1; keyword specialization MOLE.",48,48
poseidon_siege_kraken_sapper,Kraken Sapper,POSEIDON,CHARACTER,faction,archetype only,"{""archetypes"": {""after"": [""BEAST""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,34,33
poseidon_leviathan_wakeborn,Leviathan Wakeborn,POSEIDON,CHARACTER,faction,retained,{},"Retain 6 GP: A6/D6, movement 2, range 1; keyword specialization VANGUARD.",58,56
poseidon_keyword_maelstrom_bulwark,Maelstrom Bulwark,POSEIDON,CHARACTER,faction,retained,{},"Retain 6 GP: A5/D8, movement 2, range 1; keyword specialization VANGUARD.",47,54
poseidon_apex_abysswalker_nereid,Abysswalker Nereid,POSEIDON,CHARACTER,faction,archetype only,"{""archetypes"": {""after"": [""NYMPH""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,36,31
poseidon_poseidons_trident_core,Poseidon's Trident Core,POSEIDON,CHARACTER,faction,retained,{},"Retain 7 GP: A7/D5, movement 3, range 3; stats-only body.",57,56
poseidon_keyword_abyssal_leviathan,Abyssal Leviathan,POSEIDON,CHARACTER,faction,retained,{},"Retain 8 GP: A9/D8, movement 2, range 1; keyword specialization MOLE.",51,45
poseidon_apex_atlantis_tide_sovereign,Atlantis Tide Sovereign,POSEIDON,CHARACTER,faction,retained,{},"Retain 9 GP: A8/D10, movement 2, range 2; keyword specialization VANGUARD.",56,57
poseidon_apex_kraken_prime_avatar,Kraken Prime Avatar,POSEIDON,CHARACTER,faction,archetype only,"{""archetypes"": {""after"": [""BEAST""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,57,55
poseidon_neon_tidelands,Neon Tidelands,POSEIDON,LAND,faction,retained,{},"Retain turn-1 development: 6 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",53,53
poseidon_abyssal_pressure_trench,Abyssal Pressure Trench,POSEIDON,LAND,faction,retained,{},"Retain turn-1 development: 8 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",55,54
poseidon_coral_data_reef,Coral Data Reef,POSEIDON,LAND,faction,retained,{},"Retain turn-1 development: 7 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",54,49
poseidon_land_saltmarsh_harbor,Saltmarsh Harbor,POSEIDON,LAND,faction,mechanical change,"{""archetypes"": {""after"": [""COAST""], ""before"": []}, ""hitPoints"": {""after"": 8, ""before"": 9}}",Keep a free turn-1 option while reducing the strict durability upgrade over earlier lands. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,45,44
poseidon_land_coral_tributary,Coral Tributary,POSEIDON,LAND,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}, ""keywordValues"": {""after"": {""SANCTUARY"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""SANCTUARY""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,44,45
poseidon_ability_healing_shoal,Healing Shoal,POSEIDON,LAND,faction,retained,{},"Retain turn-2 development: 8 HP, 1 base income, 1 gold; paid terrain utility.",44,45
poseidon_tutor_land_1,Mole-Tide Channel,POSEIDON,LAND,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",41,45
poseidon_palace_of_tides_approach,Palace of Tides Approach,POSEIDON,LAND,faction,retained,{},"Retain turn-2 development: 10 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",51,51
poseidon_tutor_land_2,Vanguard Reef,POSEIDON,LAND,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",44,44
poseidon_land_leviathan_shelf,Leviathan Shelf,POSEIDON,LAND,faction,archetype only,"{""archetypes"": {""after"": [""COAST"", ""HIGHLAND""], ""before"": [""HIGHLAND""]}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,43,44
poseidon_apex_worldsea_platform,Worldsea Platform,POSEIDON,LAND,faction,retained,{},"Retain turn-5 development: 14 HP, 3 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",50,50
poseidon_tutor_land_3,Leviathan Mooring Shelf,POSEIDON,LAND,faction,mechanical change,"{""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",44,43
poseidon_apex_trident_confluence,Trident Confluence,POSEIDON,LAND,faction,retained,{},"Retain turn-6 development: 15 HP, 3 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",52,53
poseidon_apex_leviathan_nursery_trench,Leviathan Nursery Trench,POSEIDON,LAND,faction,mechanical change,"{""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""SANCTUARY"": {""amount"": 2, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""SANCTUARY""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,51,54
poseidon_land_pelagic_kingdom,Pelagic Kingdom,POSEIDON,LAND,faction,retained,{},"Retain turn-7 development: 22 HP, 4 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",43,41
poseidon_apex_oceanus_current_vault,Oceanus Current Vault,POSEIDON,LAND,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}, ""keywordValues"": {""after"": {""WAYSTATION"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""WAYSTATION""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,52,51
poseidon_tutor_land_4,Sunken Muster Basin,POSEIDON,LAND,faction,mechanical change,"{""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""SANCTUARY"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""SANCTUARY""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",43,41
poseidon_apex_atlantis_crown_basin,Atlantis Crown Basin,POSEIDON,LAND,faction,retained,{},"Retain turn-9 development: 19 HP, 5 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",53,45
poseidon_tutor_land_5,Worldsea Anchorage,POSEIDON,LAND,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 3, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""SANCTUARY"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""SANCTUARY""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",28,28
poseidon_restorative_tide,Restorative Tide,POSEIDON,SPELL,faction,mechanical change,"{""cost"": {""after"": 2, ""before"": 3}}",Healing cannot remove a threat; improve defensive tempo.,54,56
poseidon_tidal_armor,Tidal Armor,POSEIDON,SPELL,faction,retained,{},"Retain 2-GP single-use effect: [{""amount"": 3, ""target"": ""FRIENDLY"", ""type"": ""BUFF_DEFENSE""}]; no extra price for rarity.",49,47
poseidon_crushing_depths,Crushing Depths,POSEIDON,SPELL,faction,retained,{},"Retain 3-GP single-use effect: [{""amount"": 4, ""target"": ""ENEMY"", ""type"": ""STRIKE_CHARACTER""}]; no extra price for rarity.",44,43
poseidon_erode_foundation,Erode Foundation,POSEIDON,SPELL,faction,retained,{},"Retain 3-GP single-use effect: [{""amount"": 3, ""target"": ""ENEMY"", ""type"": ""DAMAGE_PERMANENT""}]; no extra price for rarity.",54,48
poseidon_undertow_recall,Undertow Recall,POSEIDON,SPELL,faction,retained,{},"Retain 4-GP single-use effect: [{""amount"": 1, ""target"": ""ENEMY"", ""type"": ""RETURN_CHARACTER""}]; no extra price for rarity.",55,49
poseidon_apex_maelstrom_verdict,Maelstrom Verdict,POSEIDON,SPELL,faction,archetype only,"{""archetypes"": {""after"": [""TIDAL""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,48,46
poseidon_tidal_pump_station,Tidal Pump Station,POSEIDON,STRUCTURE,faction,retained,{},"Retain turn-1 development: 6 HP, 1 base income, 1 gold; paid terrain utility.",67,65
poseidon_coral_bulwark,Coral Bulwark,POSEIDON,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}, ""keywordValues"": {""after"": {""BULWARK"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""BULWARK""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,69,74
poseidon_sonar_beacon,Sonar Beacon,POSEIDON,STRUCTURE,faction,retained,{},"Retain turn-2 development: 6 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",71,73
poseidon_tutor_structure_1,Undertow Burrow Gate,POSEIDON,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",49,52
poseidon_structure_tidevault,Tidevault,POSEIDON,STRUCTURE,faction,retained,{},"Retain turn-3 development: 12 HP, 2 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",47,48
poseidon_abyss_gate,Abyss Gate,POSEIDON,STRUCTURE,faction,retained,{},"Retain turn-4 development: 12 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",52,54
poseidon_structure_current_exchange,Current Exchange,POSEIDON,STRUCTURE,faction,mechanical change,"{""hitPoints"": {""after"": 13, ""before"": 16}}",Free turn-4 infrastructure trades utility for moderate durability.,46,47
poseidon_tutor_structure_2,Tideguard Barracks,POSEIDON,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",44,44
poseidon_ability_tidewell,Tidewell Bastion,POSEIDON,STRUCTURE,faction,archetype only,"{""archetypes"": {""after"": [""FORTRESS"", ""MEDICAL""], ""before"": [""FORTRESS""]}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,47,46
poseidon_tutor_structure_3,Nereid Calling Conch,POSEIDON,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",44,41
poseidon_structure_pearl_infirmary,Pearl Infirmary,POSEIDON,STRUCTURE,faction,retained,{},"Retain turn-6 development: 18 HP, 2 base income, 2 gold; paid terrain utility.",43,46
poseidon_tutor_structure_4,Leviathan Muster Dock,POSEIDON,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""MEDIC_TENT"": {""amount"": 1, ""range"": 1}}, ""before"": {}}, ""keywords"": {""after"": [""MEDIC_TENT""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",49,48
poseidon_structure_ambrosial_spring,Ambrosial Spring,POSEIDON,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""MEDICAL""], ""before"": []}, ""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Late high-HP, high-income infrastructure also has a passive; add a modest utility surcharge. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.",44,45
poseidon_apex_leviathan_gate,Leviathan Gate,POSEIDON,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""MEDIC_TENT"": {""amount"": 2, ""range"": 2}}, ""before"": {}}, ""keywords"": {""after"": [""MEDIC_TENT""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,47,46
poseidon_tutor_structure_5,Thalassic Hero Hall,POSEIDON,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 3, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""MEDIC_TENT"": {""amount"": 1, ""range"": 1}}, ""before"": {}}, ""keywords"": {""after"": [""MEDIC_TENT""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",47,45
neo_proto_hephaestus_drone,Hephaestus' Drone,UNASSIGNED,CHARACTER,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
neo_proto_naiad_recon_droid,Naiad Recon Droid,UNASSIGNED,CHARACTER,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
neo_proto_talus_defender,Talus Defender,UNASSIGNED,CHARACTER,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
neo_proto_zephyr_scout,Zephyr Scout,UNASSIGNED,CHARACTER,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
neo_proto_asclepius_medibot,Asclepius' Medibot,UNASSIGNED,CHARACTER,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
zeus_capital_cloud_throne,Cloud Throne,ZEUS,CAPITAL,faction,mechanical change,"{""capitalPassive"": {""after"": ""The first Character you Blink each turn gains +2 Defense until your next turn."", ""before"": ""The first Character you Blink each turn gains +4 Defense until your next turn.""}}","Reduce free Blink Defense from 4 to 2, leaving a counterplay window for ordinary attacks and Strike thresholds.",0,0
zeus_capital_keraunos_spire,Keraunos Spire,ZEUS,CAPITAL,faction,retained,{},Retain the 20-HP Capital and its conditional faction role: The first Spell you cast each turn refunds 1 GP.,0,0
zeus_capital_olympus_citadel,Olympus Citadel,ZEUS,CAPITAL,faction,mechanical change,"{""archetypes"": {""after"": [""FORTRESS""], ""before"": []}, ""capitalPassive"": {""after"": ""Start of your turn: your first Blink Character gains +2 Attack this turn."", ""before"": ""Start of your turn: your first Blink Character gains +3 Attack this turn.""}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus. Reduce recurring free Attack from 3 to 2; preserve Blink identity without overwhelming early bodies.,0,0
zeus_arc_relay_scout,Arc Relay Scout,ZEUS,CHARACTER,faction,mechanical change,"{""attack"": {""after"": 1, ""before"": 2}}",A 1-GP ranged scout should trade damage for reach.,44,48
zeus_cloudline_courier,Cloudline Courier,ZEUS,CHARACTER,faction,retained,{},"Retain 1 GP: A1/D1, movement 4, range 1; keyword specialization BLINK.",52,46
zeus_keyword_sparkstep_runner,Sparkstep Runner,ZEUS,CHARACTER,faction,mechanical change,"{""movement"": {""after"": 4, ""before"": 3}}",Give the fragile Blink specialist a mobility niche beside Iris.,27,25
zeus_thunderhead_skirmisher,Thunderhead Skirmisher,ZEUS,CHARACTER,faction,retained,{},"Retain 2 GP: A3/D1, movement 3, range 1; stats-only body.",56,52
zeus_aegis_airguard,Aegis Airguard,ZEUS,CHARACTER,faction,retained,{},"Retain 3 GP: A2/D4, movement 2, range 1; keyword specialization VANGUARD.",27,21
zeus_cyclone_marksman,Cyclone Marksman,ZEUS,CHARACTER,faction,retained,{},"Retain 3 GP: A3/D2, movement 2, range 3; stats-only body.",45,42
zeus_iris_signal_runner,Iris Signal Runner,ZEUS,CHARACTER,faction,mechanical change,"{""cost"": {""after"": 3, ""before"": 2}}",Blink plus ranged combat is a premium early combination.,46,42
zeus_keyword_stormgate_sentinel,Stormgate Sentinel,ZEUS,CHARACTER,faction,retained,{},"Retain 3 GP: A2/D4, movement 2, range 2; keyword specialization SHARP_SHOT.",43,42
zeus_fast_tempest_duelist,Tempest Duelist,ZEUS,CHARACTER,faction,archetype only,"{""archetypes"": {""after"": [""HUMAN""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,27,25
zeus_boltwing_cavalier,Boltwing Cavalier,ZEUS,CHARACTER,faction,retained,{},"Retain 4 GP: A4/D3, movement 4, range 1; stats-only body.",47,43
zeus_sharp_aether_spotter,Aether Spotter,ZEUS,CHARACTER,faction,retained,{},"Retain 5 GP: A4/D4, movement 2, range 2; keyword specialization SHARP_SHOT.",37,34
zeus_keyword_cloudline_raider,Cloudline Raider,ZEUS,CHARACTER,faction,mechanical change,"{""attack"": {""after"": 4, ""before"": 5}}",Trade one Attack for one Defense relative to Stormgate Adept instead of strictly outclassing it.,29,24
zeus_hera_protocol_warden,Hera Protocol Warden,ZEUS,CHARACTER,faction,retained,{},"Retain 5 GP: A4/D6, movement 2, range 1; keyword specialization VANGUARD.",30,27
zeus_ability_skyline_seer,Skyline Seer,ZEUS,CHARACTER,faction,retained,{},"Retain 5 GP: A4/D4, movement 3, range 2; keyword specialization SHARP_SHOT.",42,42
zeus_stormgate_adept,Stormgate Adept,ZEUS,CHARACTER,faction,retained,{},"Retain 5 GP: A5/D3, movement 3, range 2; keyword specialization BLINK.",43,42
zeus_tempest_oracle,Tempest Oracle,ZEUS,CHARACTER,faction,mechanical change,"{""cost"": {""after"": 5, ""before"": 4}}",Durable range-3 control carries a premium on the compact hex board.,48,39
zeus_eagle_of_the_high_grid,Eagle of the High Grid,ZEUS,CHARACTER,faction,retained,{},"Retain 6 GP: A6/D4, movement 4, range 3; stats-only body.",46,42
zeus_siege_thunder_ram,Thunder Ram,ZEUS,CHARACTER,faction,retained,{},"Retain 6 GP: A6/D5, movement 2, range 1; keyword specialization SIEGE.",28,27
zeus_keyword_thunderhead_guardian,Thunderhead Guardian,ZEUS,CHARACTER,faction,retained,{},"Retain 6 GP: A5/D6, movement 2, range 2; keyword specialization SHARP_SHOT.",38,39
zeus_keraunos_prime,Keraunos Prime,ZEUS,CHARACTER,faction,retained,{},"Retain 7 GP: A7/D6, movement 2, range 2; keyword specialization VANGUARD.",26,27
zeus_apex_keraunos_seraph,Keraunos Seraph,ZEUS,CHARACTER,faction,mechanical change,"{""cost"": {""after"": 8, ""before"": 7}}",Range 3 with movement 4 and Blink exceeds the 7-GP tier.,26,27
zeus_keyword_aetherbolt_avatar,Aetherbolt Avatar,ZEUS,CHARACTER,faction,mechanical change,"{""cost"": {""after"": 9, ""before"": 8}}",Pay for draw-on-entry in addition to the elite mobile ranged body.,24,25
zeus_apex_skyfather_archon,Skyfather Archon,ZEUS,CHARACTER,faction,mechanical change,"{""cost"": {""after"": 9, ""before"": 8}}",Price the durable ranged Blink finisher alongside comparable elites.,44,44
zeus_apex_olympian_storm_titan,Olympian Storm Titan,ZEUS,CHARACTER,faction,retained,{},"Retain 10 GP: A10/D11, movement 2, range 2; keyword specialization VANGUARD.",20,18
zeus_olympian_cloudbank,Olympian Cloudbank,ZEUS,LAND,faction,retained,{},"Retain turn-1 development: 5 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",52,57
zeus_land_dawncloud_step,Dawncloud Step,ZEUS,LAND,faction,mechanical change,"{""hitPoints"": {""after"": 7, ""before"": 8}}",Keep a free turn-1 option while reducing the strict durability upgrade over earlier lands.,49,49
zeus_eagles_perch_array,Eagle's Perch Array,ZEUS,LAND,faction,retained,{},"Retain turn-1 development: 7 HP, 1 base income, 1 gold; paid terrain utility.",49,50
zeus_ionized_skyway,Ionized Skyway,ZEUS,LAND,faction,retained,{},"Retain turn-1 development: 6 HP, 1 base income, 1 gold; paid terrain utility.",43,49
zeus_ability_stormfront,Stormfront Plateau,ZEUS,LAND,faction,retained,{},"Retain turn-2 development: 7 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",25,27
zeus_tutor_land_1,Stormwright's Approach,ZEUS,LAND,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",28,30
zeus_throneward_conduit,Throneward Conduit,ZEUS,LAND,faction,retained,{},"Retain turn-2 development: 9 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",44,41
zeus_land_thunderstep_plateau,Thunderstep Plateau,ZEUS,LAND,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}, ""keywordValues"": {""after"": {""HIGH_GROUND"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""HIGH_GROUND""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,34,36
zeus_tutor_land_2,Blinkway Plateau,ZEUS,LAND,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",36,33
zeus_land_aurora_reach,Aurora Reach,ZEUS,LAND,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}, ""keywordValues"": {""after"": {""WAYSTATION"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""WAYSTATION""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,30,32
zeus_tutor_land_3,Far-Sight Cloudbank,ZEUS,LAND,faction,mechanical change,"{""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",34,33
zeus_apex_celestial_throne_grid,Celestial Throne Grid,ZEUS,LAND,faction,mechanical change,"{""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""HIGH_GROUND"": {""amount"": 2, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""HIGH_GROUND""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,39,37
zeus_land_empyrean_current,Empyrean Current,ZEUS,LAND,faction,retained,{},"Retain turn-7 development: 20 HP, 4 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",30,35
zeus_tutor_land_4,Keraunic Assembly Field,ZEUS,LAND,faction,mechanical change,"{""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""HIGH_GROUND"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""HIGH_GROUND""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",28,24
zeus_tutor_land_5,Olympian Muster Sky,ZEUS,LAND,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 3, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""HIGH_GROUND"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""HIGH_GROUND""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",25,28
zeus_aegis_of_the_sky,Aegis of the Sky,ZEUS,SPELL,faction,retained,{},"Retain 2-GP single-use effect: [{""amount"": 3, ""target"": ""FRIENDLY"", ""type"": ""BUFF_DEFENSE""}]; no extra price for rarity.",29,29
